timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1699446974357,3021,open Web Page,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,106326,1495,2,2,null,0,115,1547
1699446974448,2006,open Web Page-9,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,4595,769,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,2004,0,1547
1699446976476,1015,open Web Page-10,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,101731,726,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,736,0,0
1699446976348,1956,open Web Page,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,106333,1495,2,2,null,0,20,826
1699446976353,1120,open Web Page-9,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,4594,769,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,1120,0,826
1699446977485,836,open Web Page-10,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,101739,726,2,2,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,514,0,0
1699446978348,2292,open Web Page,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,106312,1495,4,4,null,0,11,701
1699446978355,1147,open Web Page-9,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,4581,769,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,1147,0,701
1699446979505,1145,open Web Page-10,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,101731,726,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,663,0,0
1699446980348,1440,open Web Page,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,106318,1495,4,4,null,0,4,446
1699446980349,766,open Web Page-9,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,4587,769,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,766,0,446
1699446981117,674,open Web Page-10,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,101731,726,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,453,0,0
1699446982346,1367,open Web Page,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,106320,1495,5,5,null,0,6,446
1699446982348,765,open Web Page-9,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,4589,769,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,765,0,446
1699446983116,602,open Web Page-10,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,101731,726,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,341,0,0
1699446978497,8660,login,401,"Number of samples in transaction : 19, number of failing samples : 7",jp@gc - Ultimate Thread Group 1-5,,false,,214824,21738,5,5,null,0,31,0
1699446978498,924,login-11,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,6281,2135,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,381,0,0
1699446978498,381,login-11-0,302,Found,jp@gc - Ultimate Thread Group 1-5,text,true,,1659,1172,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,381,0,0
1699446978884,538,login-11-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,4622,963,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,538,0,0
1699446979425,890,login-13,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,6162,1731,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,419,0,0
1699446979425,419,login-13-0,302,Found,jp@gc - Ultimate Thread Group 1-5,text,true,,1659,868,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,419,0,0
1699446979844,471,login-13-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,4503,863,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,471,0,0
1699446980316,579,login-16,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,101754,731,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,436,0,0
1699446980896,196,login-17,200,OK,jp@gc - Ultimate Thread Group 1-5,,true,,27385,751,4,4,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-700.woff2,195,0,0
1699446981093,195,login-18,200,OK,jp@gc - Ultimate Thread Group 1-5,,true,,27873,754,4,4,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-italic.woff2,191,0,0
1699446981293,288,login-19,401,Unauthorized,jp@gc - Ultimate Thread Group 1-5,text,false,,328,834,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/time-at-work?timezoneOffset=3&currentDate=2023-11-08&currentTime=12%3A36,288,0,0
1699446981584,220,login-20,401,Unauthorized,jp@gc - Ultimate Thread Group 1-5,text,false,,328,761,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/shortcuts,220,0,0
1699446981809,294,login-21,401,Unauthorized,jp@gc - Ultimate Thread Group 1-5,text,false,,328,776,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/action-summary,294,0,0
1699446982104,277,login-22,401,Unauthorized,jp@gc - Ultimate Thread Group 1-5,text,false,,328,750,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/buzz/feed?limit=5&offset=0&sortOrder=DESC&sortField=share.createdAtUtc,277,0,0
1699446982382,224,login-24,401,Unauthorized,jp@gc - Ultimate Thread Group 1-5,text,false,,328,784,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/leaves?date=2023-05-25,223,0,0
1699446982607,630,login-25,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,6152,1519,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,306,0,0
1699446982607,306,login-25-0,302,Found,jp@gc - Ultimate Thread Group 1-5,text,true,,1659,802,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/events/push,306,0,0
1699446982914,323,login-25-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,4493,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,323,0,0
1699446983238,321,login-26,401,Unauthorized,jp@gc - Ultimate Thread Group 1-5,text,false,,328,769,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/subunit,321,0,0
1699446983560,285,login-27,401,Unauthorized,jp@gc - Ultimate Thread Group 1-5,text,false,,328,771,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/locations,284,0,0
1699446983846,498,login-29,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,6160,1450,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,244,0,0
1699446983846,244,login-29-0,302,Found,jp@gc - Ultimate Thread Group 1-5,text,true,,1659,733,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/15,244,0,0
1699446984091,253,login-29-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,4501,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,253,0,0
1699446984345,502,login-31,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,6157,1449,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,237,0,0
1699446984345,237,login-31-0,302,Found,jp@gc - Ultimate Thread Group 1-5,text,true,,1659,732,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/7,237,0,0
1699446984583,264,login-31-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,4498,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,264,0,0
1699446984848,572,login-34,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,6156,1449,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,280,0,0
1699446984848,280,login-34-0,302,Found,jp@gc - Ultimate Thread Group 1-5,text,true,,1659,732,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/2,280,0,0
1699446985129,291,login-34-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,4497,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,291,0,0
1699446985421,547,login-33,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,6161,1437,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,205,0,0
1699446985421,205,login-33-0,302,Found,jp@gc - Ultimate Thread Group 1-5,text,true,,1659,720,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/buzz/photo/12,205,0,0
1699446985626,342,login-33-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,4502,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,342,0,0
1699446985969,593,login-36,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,6138,1450,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,316,0,0
1699446985969,316,login-36-0,302,Found,jp@gc - Ultimate Thread Group 1-5,text,true,,1659,733,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/22,316,0,0
1699446986285,277,login-36-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,4479,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,276,0,0
1699446986562,625,login-35,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,6149,1437,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,335,0,0
1699446986562,335,login-35-0,302,Found,jp@gc - Ultimate Thread Group 1-5,text,true,,1659,720,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/buzz/photo/11,335,0,0
1699446986897,290,login-35-1,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,4490,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,290,0,0
1699446979328,8157,login,401,"Number of samples in transaction : 19, number of failing samples : 7",jp@gc - Ultimate Thread Group 1-4,,false,,214846,21737,5,5,null,0,23,0
1699446979329,772,login-11,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,6278,2134,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,337,0,0
1699446979329,338,login-11-0,302,Found,jp@gc - Ultimate Thread Group 1-4,text,true,,1659,1171,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,337,0,0
1699446979667,434,login-11-1,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,4619,963,3,3,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,434,0,0
1699446980103,634,login-13,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,6157,1731,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,372,0,0
1699446980103,372,login-13-0,302,Found,jp@gc - Ultimate Thread Group 1-4,text,true,,1659,868,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,372,0,0
1699446980475,262,login-13-1,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,4498,863,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,261,0,0
1699446980738,768,login-16,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,101754,731,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,412,0,0
1699446981508,171,login-17,200,OK,jp@gc - Ultimate Thread Group 1-4,,true,,27385,751,4,4,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-700.woff2,170,0,0
1699446981680,101,login-18,200,OK,jp@gc - Ultimate Thread Group 1-4,,true,,27873,754,4,4,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-italic.woff2,100,0,0
1699446981782,291,login-19,401,Unauthorized,jp@gc - Ultimate Thread Group 1-4,text,false,,328,834,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/time-at-work?timezoneOffset=3&currentDate=2023-11-08&currentTime=12%3A36,291,0,0
1699446982078,266,login-20,401,Unauthorized,jp@gc - Ultimate Thread Group 1-4,text,false,,328,761,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/shortcuts,266,0,0
1699446982345,241,login-21,401,Unauthorized,jp@gc - Ultimate Thread Group 1-4,text,false,,328,776,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/action-summary,241,0,0
1699446982588,280,login-22,401,Unauthorized,jp@gc - Ultimate Thread Group 1-4,text,false,,328,750,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/buzz/feed?limit=5&offset=0&sortOrder=DESC&sortField=share.createdAtUtc,280,0,0
1699446982869,286,login-24,401,Unauthorized,jp@gc - Ultimate Thread Group 1-4,text,false,,328,784,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/leaves?date=2023-05-25,286,0,0
1699446983156,554,login-25,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,6161,1519,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,239,0,0
1699446983156,239,login-25-0,302,Found,jp@gc - Ultimate Thread Group 1-4,text,true,,1659,802,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/events/push,239,0,0
1699446983395,315,login-25-1,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,4502,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,315,0,0
1699446983711,269,login-26,401,Unauthorized,jp@gc - Ultimate Thread Group 1-4,text,false,,328,769,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/subunit,269,0,0
1699446983981,225,login-27,401,Unauthorized,jp@gc - Ultimate Thread Group 1-4,text,false,,328,771,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/locations,225,0,0
1699446984207,504,login-29,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,6166,1450,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,230,0,0
1699446984207,230,login-29-0,302,Found,jp@gc - Ultimate Thread Group 1-4,text,true,,1659,733,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/15,230,0,0
1699446984438,273,login-29-1,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,4507,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,273,0,0
1699446984712,534,login-31,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,6150,1449,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,251,0,0
1699446984712,251,login-31-0,302,Found,jp@gc - Ultimate Thread Group 1-4,text,true,,1659,732,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/7,251,0,0
1699446984963,283,login-31-1,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,4491,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,283,0,0
1699446985246,541,login-34,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,6156,1449,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,305,0,0
1699446985246,305,login-34-0,302,Found,jp@gc - Ultimate Thread Group 1-4,text,true,,1659,732,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/2,305,0,0
1699446985551,236,login-34-1,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,4497,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,236,0,0
1699446985788,676,login-33,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,6159,1437,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,325,0,0
1699446985788,325,login-33-0,302,Found,jp@gc - Ultimate Thread Group 1-4,text,true,,1659,720,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/buzz/photo/12,325,0,0
1699446986114,350,login-33-1,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,4500,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,349,0,0
1699446986464,548,login-36,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,6161,1450,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,266,0,0
1699446986464,266,login-36-0,302,Found,jp@gc - Ultimate Thread Group 1-4,text,true,,1659,733,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/22,266,0,0
1699446986730,282,login-36-1,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,4502,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,282,0,0
1699446987012,496,login-35,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,6150,1437,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,205,0,0
1699446987012,205,login-35-0,302,Found,jp@gc - Ultimate Thread Group 1-4,text,true,,1659,720,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/buzz/photo/11,205,0,0
1699446987218,290,login-35-1,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,4491,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,290,0,0
1699446981653,7884,login,401,"Number of samples in transaction : 19, number of failing samples : 7",jp@gc - Ultimate Thread Group 1-3,,false,,214729,21724,5,5,null,0,24,0
1699446981654,578,login-11,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,6266,2121,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,276,0,0
1699446981654,276,login-11-0,302,Found,jp@gc - Ultimate Thread Group 1-3,text,true,,1659,1158,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,276,0,0
1699446981931,301,login-11-1,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,4607,963,4,4,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,301,0,0
1699446982234,576,login-13,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,6148,1731,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,221,0,0
1699446982234,221,login-13-0,302,Found,jp@gc - Ultimate Thread Group 1-3,text,true,,1659,868,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,221,0,0
1699446982456,354,login-13-1,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,4489,863,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,353,0,0
1699446982812,585,login-16,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,101731,731,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,449,0,0
1699446983399,181,login-17,200,OK,jp@gc - Ultimate Thread Group 1-3,,true,,27385,751,5,5,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-700.woff2,180,0,0
1699446983582,177,login-18,200,OK,jp@gc - Ultimate Thread Group 1-3,,true,,27873,754,5,5,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-italic.woff2,176,0,0
1699446983760,295,login-19,401,Unauthorized,jp@gc - Ultimate Thread Group 1-3,text,false,,328,834,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/time-at-work?timezoneOffset=3&currentDate=2023-11-08&currentTime=12%3A36,295,0,0
1699446984056,242,login-20,401,Unauthorized,jp@gc - Ultimate Thread Group 1-3,text,false,,328,761,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/shortcuts,242,0,0
1699446984300,240,login-21,401,Unauthorized,jp@gc - Ultimate Thread Group 1-3,text,false,,328,776,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/action-summary,240,0,0
1699446984542,253,login-22,401,Unauthorized,jp@gc - Ultimate Thread Group 1-3,text,false,,328,750,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/buzz/feed?limit=5&offset=0&sortOrder=DESC&sortField=share.createdAtUtc,253,0,0
1699446984797,215,login-24,401,Unauthorized,jp@gc - Ultimate Thread Group 1-3,text,false,,328,784,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/leaves?date=2023-05-25,215,0,0
1699446985013,601,login-25,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,6150,1519,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,258,0,0
1699446985013,258,login-25-0,302,Found,jp@gc - Ultimate Thread Group 1-3,text,true,,1659,802,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/events/push,258,0,0
1699446985271,343,login-25-1,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,4491,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,343,0,0
1699446985614,271,login-26,401,Unauthorized,jp@gc - Ultimate Thread Group 1-3,text,false,,328,769,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/subunit,271,0,0
1699446985886,251,login-27,401,Unauthorized,jp@gc - Ultimate Thread Group 1-3,text,false,,328,771,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/locations,251,0,0
1699446986138,748,login-29,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,6140,1450,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,369,0,0
1699446986138,369,login-29-0,302,Found,jp@gc - Ultimate Thread Group 1-3,text,true,,1659,733,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/15,369,0,0
1699446986507,379,login-29-1,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,4481,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,379,0,0
1699446986886,596,login-31,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,6144,1449,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,315,0,0
1699446986886,315,login-31-0,302,Found,jp@gc - Ultimate Thread Group 1-3,text,true,,1659,732,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/7,315,0,0
1699446987201,281,login-31-1,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,4485,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,281,0,0
1699446987483,506,login-34,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,6151,1449,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,247,0,0
1699446987483,247,login-34-0,302,Found,jp@gc - Ultimate Thread Group 1-3,text,true,,1659,732,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/2,247,0,0
1699446987730,259,login-34-1,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,4492,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,259,0,0
1699446987990,430,login-33,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,6136,1437,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,201,0,0
1699446987990,201,login-33-0,302,Found,jp@gc - Ultimate Thread Group 1-3,text,true,,1659,720,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/buzz/photo/12,201,0,0
1699446988192,228,login-33-1,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,4477,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,228,0,0
1699446988421,585,login-36,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,6152,1450,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,294,0,0
1699446988421,294,login-36-0,302,Found,jp@gc - Ultimate Thread Group 1-3,text,true,,1659,733,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/pim/viewPhoto/empNumber/22,294,0,0
1699446988715,291,login-36-1,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,4493,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,291,0,0
1699446989007,554,login-35,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,6157,1437,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,200,0,0
1699446989007,200,login-35-0,302,Found,jp@gc - Ultimate Thread Group 1-3,text,true,,1659,720,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/buzz/photo/11,200,0,0
1699446989207,354,login-35-1,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,4498,717,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,354,0,0
1699446982793,7571,login,401,"Number of samples in transaction : 19, number of failing samples : 7",jp@gc - Ultimate Thread Group 1-2,,false,,214769,21730,5,5,null,0,14,0
1699446982794,587,login-11,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,6280,2127,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,310,0,0
1699446982794,310,login-11-0,302,Found,jp@gc - Ultimate Thread Group 1-2,text,true,,1659,1164,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/validate,310,0,0
1699446983105,276,login-11-1,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,4621,963,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,276,0,0
1699446983382,596,login-13,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,6157,1731,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,276,0,0
1699446983382,276,login-13-0,302,Found,jp@gc - Ultimate Thread Group 1-2,text,true,,1659,868,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/dashboard/index,276,0,0
1699446983659,319,login-13-1,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,4498,863,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/auth/login,319,0,0
1699446983979,461,login-16,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,101731,731,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/core/i18n/messages,335,0,0
1699446984441,137,login-17,200,OK,jp@gc - Ultimate Thread Group 1-2,,true,,27385,751,5,5,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-700.woff2,134,0,0
1699446984580,136,login-18,200,OK,jp@gc - Ultimate Thread Group 1-2,,true,,27873,754,5,5,https://opensource-demo.orangehrmlive.com/web/dist/fonts/nunito-sans-v6-latin-ext_latin-italic.woff2,134,0,0
1699446984717,233,login-19,401,Unauthorized,jp@gc - Ultimate Thread Group 1-2,text,false,,328,834,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/time-at-work?timezoneOffset=3&currentDate=2023-11-08&currentTime=12%3A36,233,0,0
1699446984951,243,login-20,401,Unauthorized,jp@gc - Ultimate Thread Group 1-2,text,false,,328,761,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/shortcuts,243,0,0
1699446985195,315,login-21,401,Unauthorized,jp@gc - Ultimate Thread Group 1-2,text,false,,328,776,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/action-summary,315,0,0
1699446985510,195,login-22,401,Unauthorized,jp@gc - Ultimate Thread Group 1-2,text,false,,328,750,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/buzz/feed?limit=5&offset=0&sortOrder=DESC&sortField=share.createdAtUtc,195,0,0
1699446985706,307,login-24,401,Unauthorized,jp@gc - Ultimate Thread Group 1-2,text,false,,328,784,5,5,https://opensource-demo.orangehrmlive.com/web/index.php/api/v2/dashboard/employees/leaves?date=2023-05-25,307,0,0
